rv0690c	22.35	18	49	0.6333
rv0691c	14.14	1	12	0.7033
rv0691a	19.35	40	51	0.6705
rv0692	1.83	109	109	0.5586
rv0693	22.25	354	390	0.8934
rv0694	32.32	63	99	0.8188
rv0695	45.02	182	218	0.8028
rv0696	26.60	191	234	0.766
rv0697	37.79	16	66	0.7308
rv0698	50.25	92	144	0.877
rv0699	57.53	1	31	0.7288
rv0700	46.53	12	42	0.6499
rv0701	29.03	205	217	0.706
rv0702	54.71	50	84	0.8782
rv0703	50.00	57	97	0.837
rv0704	74.29	206	280	0.9055
rv0705	34.41	80	93	0.8353
rv0706	92.89	55	197	0.9244
rv0707	45.62	214	274	0.9122
rv0708	42.03	5	18	0.7092
rv0709	75.32	1	32	0.7688
rv0710	86.76	38	129	0.7739
rv0711	20.46	264	294	0.7877
rv0712	9.03	58	71	0.6319
rv0713	21.73	1	27	0.9261
rv0714	38.52	54	78	0.8433
rv0715	79.05	44	76	0.7309
rv0716	24.60	1	23	0.797
rv0717	78.69	1	39	0.7546
rv0718	51.52	59	105	0.7715
rv0719	41.90	143	178	0.9172
rv0720	63.11	1	34	0.8168
rv0721	54.55	1	54	0.8483
rv0722	69.23	11	37	0.7596
rv0723	43.84	5	43	0.8855
rv0724	37.56	277	339	0.9013
rv0724a	18.02	12	21	0.6195
rv0725c	31.89	191	213	0.7894
rv0726c	29.16	342	367	0.9034
rv0727c	19.27	135	148	0.6426
rv0728c	23.01	82	108	0.8069
rv0729	25.22	73	117	0.8352
rv0730	37.60	135	158	0.7452
rv0731c	27.99	64	79	0.7523
rv0732	11.56	243	264	0.8132
rv0733	49.17	110	138	0.6269
rv0734	42.86	1	65	0.708
rv0736	51.20	72	120	0.8137
rv0737	35.15	116	165	0.7329
rv0738	34.62	50	72	0.7523
rv0739	19.40	110	126	0.7615
rv0740	38.29	40	59	0.6472
rv0741	35.58	3	21	0.6846
rv0742	58.86	120	175	0.7739
rv0743c	32.97	29	52	0.7749
rv0744c	47.62	84	101	0.7715
rv0745	55.43	98	149	0.8594
rv0746	72.67	453	670	0.9217
rv0747	68.29	552	654	0.8586
rv0749a	13.33	40	45	0.6773
rv0750	13.58	71	81	0.8809
rv0751c	25.17	99	120	0.6287
rv0752c	18.21	120	142	0.7099
rv0753c	14.51	81	99	0.6437
rv0754	36.99	18	45	0.8337
rv0755c	25.27	155	195	0.7871
rv0755a	19.67	1	9	0.6817
rv0756c	72.61	107	197	0.6558
rv0759c	12.73	92	104	0.6496
rv0760c	29.50	76	94	0.6793
rv0761c	13.60	18	38	0.7411
rv0762c	13.81	151	169	0.7469
rv0763c	66.18	21	48	0.757
rv0764c	27.94	415	451	0.6866
rv0765c	62.55	43	115	0.7108
rv0766c	18.41	67	84	0.7289
rv0767c	26.29	109	128	0.5655
rv0768	27.81	84	115	0.7407
rv0769	33.06	176	211	0.7163
rv0770	35.25	232	259	0.6654
rv0771	45.83	109	144	0.7347
rv0772	32.70	25	75	0.6911
rv0773c	25.20	303	344	0.872
rv0774c	39.27	26	76	0.8891
rv0775	50.72	127	156	0.6541
rv0776c	28.96	139	170	0.754
rv0777	22.67	244	275	0.5712
rv0778	30.68	103	131	0.8295
rv0779c	45.15	47	94	0.7393
rv0780	14.81	252	277	0.6674
rv0781	41.10	50	83	0.7053
rv0782	19.93	197	225	0.7183
rv0783c	29.44	395	443	0.869
rv0784	19.74	34	54	0.8228
rv0785	28.98	439	477	0.8401
rv0786c	11.63	90	98	0.5831
rv0787	42.01	50	84	0.7932
rv0787a	29.11	48	64	0.663
rv0788	18.30	139	163	0.6288
rv0789c	37.69	7	66	0.7599
rv0790c	23.97	168	188	0.6836
rv0791c	26.51	264	297	0.7427
rv0792c	46.84	149	176	0.8501
rv0793	18.81	89	101	0.704
rv0794c	22.24	1	40	0.7269
rv0795	52.78	59	88	0.7905
rv0796	24.70	117	141	0.7992
rv0797	33.79	303	331	0.8367
rv0798c	38.11	124	165	0.7677
rv0799c	25.97	193	218	0.6715
rv0800	31.64	380	411	0.6574
rv0801	11.30	1	7	0.7172
rv0802c	14.22	188	201	0.7423
rv0803	31.70	288	331	0.7572
rv0804	33.49	66	87	0.8438
rv0805	17.30	305	318	0.8118
rv0806c	29.14	1	44	0.786
rv0807	36.43	100	118	0.7201
rv0808	26.76	311	338	0.807
rv0809	36.54	147	199	0.6317
rv0810c	68.33	41	60	0.8899
rv0811c	33.97	326	347	0.7683
rv0812	26.64	93	122	0.7907
rv0813c	22.12	1	31	0.7308
