rv0814c	41.00	1	27	0.6771
rv0815c	27.44	110	138	0.855
rv0816c	29.29	31	49	0.7759
rv0817c	27.78	139	162	0.7438
rv0818	47.45	192	255	0.7317
rv0819	37.14	23	98	0.7655
rv0822c	39.47	516	572	0.786
rv0823c	20.05	1	26	0.8087
rv0824c	28.11	303	338	0.7675
rv0825c	27.23	193	213	0.8809
rv0826	29.63	299	345	0.8147
rv0827c	53.85	41	77	0.7695
rv0828c	23.57	127	140	0.7136
rv0829	66.67	40	95	0.8932
rv0830	10.63	133	147	0.6788
rv0831c	31.37	1	45	0.7725
rv0832	49.64	11	45	0.8062
rv0833	84.25	279	420	0.9187
rv0834c	72.45	120	269	0.9114
rv0835	26.64	62	81	0.6807
rv0836c	26.27	68	85	0.7403
rv0837c	42.40	1	43	0.6335
rv0838	25.00	35	66	0.8827
rv0839	10.74	57	79	0.6998
rv0840c	11.89	25	35	0.6857
rv0841	51.25	27	51	0.7517
rv0842	8.84	415	430	0.8707
rv0843	25.15	81	114	0.7218
rv0844c	43.06	196	216	0.6208
rv0845	22.35	248	272	0.6193
rv0846c	31.55	39	102	0.8322
rv0847	46.92	61	115	0.8609
rv0848	29.03	118	139	0.6569
rv0849	7.16	187	204	0.6575
rv0850	53.64	83	110	0.7584
rv0851c	29.45	192	223	0.8
rv0852	12.59	50	73	0.7817
rv0853c	22.86	339	370	0.9077
rv0854	53.06	11	57	0.7836
rv0855	22.01	332	355	0.8377
rv0856	9.70	126	134	0.7344
rv0857	28.03	14	33	0.7469
rv0858c	32.49	29	74	0.8439
rv0859	31.02	260	306	0.7569
rv0860	35.97	522	556	0.8333
rv0861c	31.00	236	267	0.7585
rv0862c	44.97	256	320	0.6962
rv0863	6.45	40	45	0.6102
rv0864	49.70	1	30	0.7173
rv0865	46.88	64	87	0.7617
rv0866	34.04	55	83	0.722
rv0867c	68.06	122	371	0.9711
rv0868c	28.26	29	40	0.6609
rv0869c	20.28	1	23	0.7562
rv0870c	10.85	93	105	0.5712
rv0871	76.30	58	135	0.8357
rv0872c	88.12	84	372	0.9329
rv0873	35.54	252	277	0.627
rv0874c	39.64	211	243	0.6214
rv0875c	16.05	67	84	0.7717
rv0876c	31.20	1	76	0.8645
rv0877	37.40	121	147	0.699
rv0878c	40.63	158	199	0.8784
rv0879c	25.27	1	19	0.7875
rv0880	51.75	35	63	0.775
rv0881	22.22	115	137	0.7514
rv0882	1.06	3	3	0.5006
rv0883c	43.48	46	78	0.7379
rv0884c	17.82	125	147	0.8421
rv0885	31.47	186	218	0.6703
rv0886	28.87	87	131	0.8057
rv0887c	21.05	66	81	0.8283
rv0888	25.31	17	76	0.924
rv0889c	38.07	195	239	0.7793
rv0890c	23.13	800	826	0.8187
rv0891c	7.37	77	83	0.562
rv0892	12.73	257	281	0.8841
rv0893c	32.00	203	229	0.7369
rv0894	20.87	360	392	0.7074
rv0895	35.84	362	422	0.8649
rv0896	18.10	275	300	0.701
rv0897c	26.36	86	118	0.7901
rv0898c	94.25	1	82	0.7251
rv0900	38.00	32	50	0.8472
rv0901	57.71	33	125	0.9023
rv0902c	39.24	408	446	0.7882
rv0903c	24.58	122	147	0.7365
rv0904c	39.60	221	263	0.8836
rv0905	28.81	12	41	0.6895
rv0906	21.51	335	363	0.8036
rv0907	24.62	26	53	0.847
rv0908	24.84	120	165	0.8138
rv0911	10.51	230	240	0.6582
rv0912	29.53	20	36	0.5604
rv0913c	13.75	420	436	0.7008
rv0914c	20.63	329	367	0.764
rv0915c	72.81	155	251	0.8639
rv0916c	32.32	14	44	0.7494
rv0917	14.67	252	271	0.7999
rv0918	45.57	62	92	0.7584
rv0919	23.49	69	90	0.6582
rv0920c	26.88	63	98	0.7083
rv0921	41.45	169	193	0.879
rv0922	47.64	483	550	0.9083
rv0923c	33.33	142	171	0.8691
rv0924c	11.45	237	257	0.8676
rv0925c	23.67	171	192	0.8492
rv0926c	27.09	218	239	0.7403
rv0927c	25.10	192	212	0.7052
rv0928	22.70	30	54	0.6066
rv0929	12.04	3	23	0.6403
rv0932c	22.97	17	41	0.8446
rv0933	30.43	183	208	0.7584
rv0935	31.66	254	285	0.8151
rv0936	28.90	1	29	0.9367
rv0937c	38.46	225	273	0.7957
rv0938	31.62	679	707	0.7052
rv0939	20.19	420	446	0.7765
rv0940c	27.08	208	228	0.7798
rv0941c	42.41	185	224	0.8623
rv0942	51.09	4	18	0.6675
rv0943c	43.93	3	38	0.7308
rv0944	28.48	88	109	0.7225
rv0945	60.87	145	206	0.6974
rv0946c	18.26	520	553	0.8836
rv0947c	13.16	1	10	0.6686
rv0948c	91.43	1	86	0.8242
rv0949	36.96	509	568	0.7199
rv0950c	41.57	87	170	0.8301
rv0951	32.30	342	387	0.7126
rv0952	35.31	200	234	0.6674
rv0953c	4.61	44	51	0.5891
rv0954	56.11	182	303	0.9665
rv0955	31.87	379	455	0.9241
rv0956	28.84	154	184	0.7626
rv0957	32.70	33	66	0.6162
rv0958	48.15	118	169	0.6638
rv0959	40.18	56	120	0.7155
rv0961	6.09	1	3	0.7161
rv0962c	41.96	174	224	0.7675
rv0963c	36.09	72	106	0.7409
rv0964c	66.88	100	160	0.9057
rv0965c	32.37	106	137	0.6348
rv0966c	30.50	185	200	0.8703
rv0967	42.02	99	119	0.8735
rv0968	58.16	49	98	0.8411
rv0970	19.52	117	144	0.8085
rv0971c	40.89	30	47	0.7003
rv0972c	29.12	322	363	0.7653
rv0973c	31.48	125	178	0.7295
rv0974c	33.08	439	488	0.736
rv0975c	31.68	166	202	0.6668
rv0976c	25.00	423	466	0.8636
rv0977	61.97	303	473	0.9578
rv0978c	58.61	134	207	0.9357
rv0979c	23.44	50	63	0.8098
rv0979a	68.42	1	24	0.8949
rv0980c	61.93	222	281	0.9157
rv0984	58.01	121	166	0.5998
rv0985c	28.48	126	151	0.9211
rv0986	38.31	112	146	0.6198
rv0987	18.25	466	497	0.7218
rv0988	15.03	191	222	0.8593
rv0989c	21.54	23	39	0.6721
rv0991c	47.27	56	107	0.9005
rv0992c	48.22	1	29	0.7985
rv0993	56.86	37	106	0.6881
rv0994	52.58	236	292	0.7586
rv0995	29.56	11	32	0.8251
rv0996	57.82	111	175	0.8447
rv0997	53.15	101	143	0.763
rv0998	20.12	301	319	0.6862
rv0999	30.95	136	153	0.6042
rv1000c	16.59	193	205	0.8625
rv1001	25.62	212	238	0.6989
rv1002c	6.36	2	11	0.7681
rv1003	47.72	1	29	0.7936
rv1004c	86.40	210	407	0.9329
rv1005c	27.95	268	297	0.7932
rv1006	37.21	25	105	0.7994
rv1007c	12.52	496	519	0.859
rv1008	29.55	192	219	0.6958
rv1009	47.24	155	259	0.7746
rv1010	33.12	158	185	0.6695
rv1011	51.96	190	251	0.7287
rv1012	64.95	11	60	0.7182
rv1013	32.54	481	538	0.7472
rv1014c	37.17	150	183	0.7277
rv1015c	70.23	96	166	0.7984
rv1016c	30.53	72	109	0.8439
rv1017c	17.48	99	120	0.7633
rv1018c	24.44	432	495	0.8362
rv1019	26.90	23	38	0.6442
rv1020	38.25	1135	1182	0.7734
rv1021	53.85	16	75	0.7259
rv1022	20.99	37	63	0.7198
rv1023	32.17	12	63	0.6688
rv1024	67.98	1	75	0.9268
rv1025	35.48	83	103	0.6806
rv1026	30.41	265	300	0.722
rv1027c	28.32	30	52	0.664
rv1028c	30.81	243	280	0.7237
rv1028a	0.00	0	0	0
rv1029	17.69	350	391	0.8677
rv1030	42.03	497	587	0.7517
rv1031	42.86	75	147	0.7692
rv1032c	29.86	293	329	0.6789
rv1033c	19.46	1	24	0.8004
rv1034c	73.64	53	103	0.899
rv1035c	52.19	63	115	0.8548
rv1036c	3.57	49	50	0.5007
rv1037c	34.04	75	92	0.671
rv1038c	33.67	1	13	0.8068
rv1039c	64.96	155	225	0.9325
rv1040c	72.00	133	245	0.8179
rv1041c	51.57	60	123	0.8459
rv1042c	25.93	89	104	0.6678
rv1043c	34.02	279	316	0.8042
rv1044	31.88	163	207	0.719
rv1045	40.27	104	135	0.6905
rv1046c	71.26	37	101	0.8581
rv1047	27.47	391	407	0.7408
rv1048c	22.64	93	111	0.7956
rv1049	44.59	86	109	0.7749
rv1050	35.88	277	301	0.8932
rv1051c	35.86	228	251	0.8762
rv1052	46.51	42	79	0.7688
rv1053c	59.34	56	91	0.8047
rv1054	49.04	74	104	0.8149
rv1055	72.73	24	44	0.7841
rv1056	16.93	1	20	0.7289
rv1057	33.33	171	234	0.8576
rv1058	19.52	138	158	0.6398
rv1059	25.71	301	324	0.7579
rv1060	14.01	1	18	0.7003
rv1061	14.63	202	221	0.656
rv1062	32.28	49	83	0.7035
rv1063c	44.17	168	206	0.7488
rv1064c	52.52	26	68	0.8855
rv1065	45.21	138	162	0.8236
rv1066	28.24	9	25	0.666
rv1067c	84.86	378	520	0.9408
rv1068c	85.31	145	319	0.9187
rv1069c	26.92	1	33	0.8963
rv1070c	40.86	188	219	0.7493
rv1071c	20.29	240	267	0.7197
rv1072	6.47	45	50	0.5567
rv1073	37.10	37	63	0.8145
rv1074c	38.02	204	244	0.7194
rv1075c	47.13	271	314	0.8498
rv1076	29.97	205	232	0.7626
rv1077	43.10	355	399	0.7872
rv1078	36.25	1	87	0.9828
rv1079	37.63	1	35	0.84
rv1080c	70.12	21	74	0.6714
rv1081c	63.19	98	132	0.8083
rv1082	25.69	6	26	0.6867
rv1083	48.86	52	88	0.8373
rv1084	26.60	146	188	0.7668
rv1085c	18.60	1	20	0.7885
rv1086	46.18	167	209	0.7307
rv1087	70.27	282	393	0.9027
rv1087a	68.87	19	86	0.7793
rv1088	64.58	83	124	0.8609
rv1089	69.17	1	83	0.865
rv1089a	38.24	1	12	0.8204
rv1090	8.61	8	18	0.6259
rv1091	80.42	351	500	0.9141
rv1092c	23.72	28	54	0.6809
rv1093	27.93	332	364	0.767
rv1094	16.73	1	22	0.6878
rv1095	17.32	312	329	0.7198
rv1096	41.24	225	291	0.8904
rv1097c	48.81	19	70	0.8787
rv1098c	29.96	306	336	0.8433
rv1099c	40.61	59	113	0.6794
rv1100	42.49	147	168	0.6577
rv1101c	7.01	362	385	0.9151
rv1104	41.05	187	229	0.8173
rv1105	35.67	6	38	0.7793
rv1106c	13.78	1	12	0.8042
rv1107c	77.65	53	85	0.6932
rv1108c	36.39	260	316	0.7354
rv1109c	50.94	123	163	0.8579
rv1110	43.58	1	56	0.7599
rv1111c	50.15	260	326	0.8577
rv1112	26.89	120	165	0.8132
rv1115	41.81	142	186	0.854
rv1116	91.80	1	30	0.8143
rv1116a	34.07	59	82	0.7281
rv1117	13.08	52	58	0.5967
rv1118c	35.31	192	226	0.8379
rv1119c	32.65	40	49	0.8524
rv1120c	26.83	124	145	0.8826
rv1121	13.52	240	265	0.6939
rv1122	22.06	157	176	0.753
rv1123c	38.41	176	213	0.8401
rv1124	18.35	222	237	0.6842
rv1125	24.64	192	238	0.8054
rv1126c	23.38	133	156	0.7231
rv1127c	40.61	449	490	0.6883
rv1128c	40.35	37	116	0.7578
rv1129c	23.05	13	34	0.7444
rv1130	27.00	477	505	0.6587
rv1131	41.98	259	306	0.8006
rv1132	7.47	129	145	0.8244
rv1133c	37.29	412	452	0.8091
rv1134	60.26	22	56	0.6282
rv1135c	23.95	56	102	0.7725
rv1135a	11.25	1	9	0.6491
rv1136	40.71	13	36	0.6436
rv1137c	49.18	77	106	0.878
rv1138c	35.21	30	59	0.7021
rv1139c	21.69	81	116	0.7628
rv1140	17.73	25	49	0.7809
rv1141c	37.69	81	117	0.7172
rv1142c	30.60	25	57	0.6555
rv1143	30.83	82	101	0.7112
rv1144	36.00	199	231	0.7538
rv1145	33.00	276	300	0.8682
rv1146	22.34	441	470	0.7535
rv1147	25.93	67	87	0.7165
rv1148c	40.25	114	159	0.7608
rv1149	25.93	89	104	0.6678
rv1150	38.25	85	120	0.9146
rv1151c	42.19	157	236	0.7763
rv1152	25.62	30	48	0.6943
rv1153c	7.45	202	210	0.7021
rv1154c	29.58	184	211	0.7634
rv1155	31.97	49	70	0.8418
rv1156	19.49	171	195	0.872
rv1157c	67.12	105	236	0.9381
rv1158c	90.75	20	225	0.9627
rv1159	11.14	14	41	0.797
rv1159a	8.51	1	8	0.5787
rv1160	28.37	29	64	0.7613
rv1161	19.97	965	1015	0.6902
rv1162	24.55	468	503	0.7949
rv1163	40.80	161	201	0.713
rv1164	8.54	232	246	0.8623
rv1165	55.73	538	628	0.7837
rv1166	36.54	385	444	0.7743
rv1167c	49.25	144	161	0.7654
rv1168c	43.35	286	346	0.8378
rv1169c	42.00	8	41	0.6488
rv1170	29.70	221	262	0.6958
rv1171	15.75	136	146	0.835
rv1172c	50.32	141	192	0.9133
rv1173	34.35	802	847	0.7289
rv1174c	47.27	1	29	0.7094
rv1175c	35.61	532	584	0.8537
rv1176c	32.80	86	105	0.7087
rv1177	24.07	83	108	0.8283
rv1178	25.14	27	68	0.8622
rv1179c	32.06	722	762	0.8639
rv1180	35.25	274	329	0.8389
rv1181	34.77	488	542	0.8066
rv1182	21.40	248	278	0.7318
rv1183	27.45	16	63	0.7821
rv1184c	33.43	131	159	0.6674
rv1185c	34.26	88	148	0.7158
rv1186c	24.16	399	446	0.6877
rv1187	11.05	1	31	0.7296
rv1188	14.59	312	329	0.858
rv1189	23.79	152	172	0.7558
rv1190	24.32	181	214	0.7989
rv1191	30.26	127	164	0.8067
rv1192	28.36	170	189	0.7605
rv1193	29.60	118	152	0.7961
rv1194c	37.77	149	195	0.7299
rv1195	54.55	8	46	0.8572
rv1196	80.82	277	391	0.9252
rv1197	33.67	1	13	0.8068
rv1198	25.53	75	92	0.671
rv1199c	27.47	391	407	0.7408
rv1200	16.24	367	389	0.8474
rv1201c	30.28	193	228	0.7997
rv1202	18.93	10	39	0.7322
rv1203c	37.63	157	194	0.7699
rv1204c	24.02	255	282	0.6796
rv1205	9.63	25	32	0.6253
rv1206	18.43	475	503	0.6479
rv1207	34.59	1	32	0.916
rv1208	32.72	44	69	0.7315
rv1209	29.51	84	111	0.8038
rv1210	31.37	135	161	0.8005
rv1211	97.33	1	73	0.7558
rv1212c	23.00	58	74	0.7213
rv1213	25.00	314	351	0.6945
rv1214c	44.55	8	33	0.7809
rv1215c	31.37	1	47	0.8088
rv1216c	12.05	53	68	0.622
rv1217c	23.54	415	454	0.6967
rv1218c	50.48	220	284	0.6609
rv1219c	32.55	124	143	0.78
rv1220c	34.88	1	38	0.7449
rv1222	32.47	100	129	0.8525
rv1223	45.27	330	403	0.6408
rv1224	22.14	103	131	0.8269
rv1225c	12.32	106	130	0.7918
rv1226c	26.28	265	286	0.6475
rv1227c	32.77	5	39	0.7661
rv1228	16.76	20	49	0.7536
rv1229c	52.82	330	368	0.7387
rv1230c	56.20	353	411	0.9124
rv1231c	45.00	98	130	0.6878
rv1232c	37.93	191	268	0.78
rv1233c	68.69	1	136	0.9712
rv1234	28.00	1	40	0.9193
rv1236	11.07	154	166	0.7642
rv1237	5.47	229	241	0.6028
rv1238	36.13	331	366	0.7078
rv1239c	33.33	205	233	0.6771
rv1240	33.13	35	65	0.6622
rv1243c	84.88	114	312	0.9337
rv1244	20.98	99	128	0.6201
rv1245c	28.99	181	215	0.6967
rv1248c	30.46	36	131	0.8464
rv1249c	36.64	21	73	0.8228
rv1250	25.22	491	579	0.8381
rv1251c	34.42	694	749	0.8973
rv1252c	50.99	31	112	0.854
rv1253	40.14	523	562	0.7596
rv1254	11.23	87	101	0.8372
rv1255c	32.67	67	92	0.6447
rv1256c	22.22	116	138	0.6914
rv1257c	30.99	331	366	0.6463
rv1259	31.44	47	72	0.8628
rv1260	12.37	86	104	0.7083
rv1261c	33.56	28	59	0.791
rv1262c	29.86	109	126	0.7944
rv1263	27.92	151	174	0.8792
rv1264	40.55	359	397	0.852
rv1265	30.53	88	116	0.7436
rv1266c	50.64	288	407	0.9498
rv1267c	28.87	252	282	0.73
rv1268c	56.90	65	116	0.8476
rv1269c	28.23	22	41	0.8607
rv1270c	30.33	165	192	0.6582
rv1271c	30.09	73	85	0.6724
rv1272c	28.84	1	37	0.8512
rv1273c	13.57	303	322	0.6612
rv1274	29.19	107	134	0.6525
rv1275	25.56	24	52	0.8248
rv1276c	39.87	67	93	0.6551
rv1277	23.26	98	114	0.5746
rv1278	51.43	588	642	0.7042
rv1279	27.27	198	221	0.7902
rv1280c	22.34	514	539	0.6988
rv1281c	38.89	26	71	0.7442
rv1282c	7.90	278	291	0.8815
rv1283c	12.62	224	241	0.8431
rv1284	6.75	112	120	0.615
rv1285	30.42	15	62	0.7204
rv1286	21.17	246	284	0.6273
rv1287	42.86	123	161	0.714
rv1288	6.14	406	420	0.6524
rv1289	13.81	111	123	0.628
rv1290c	20.73	478	521	0.7941
rv1290a	25.00	10	23	0.6878
rv1291c	6.31	39	45	0.612
rv1292	24.55	5	45	0.6545
rv1293	29.08	256	284	0.7965
rv1294	43.08	60	98	0.7482
rv1295	33.61	226	260	0.7578
rv1296	47.78	100	147	0.826
rv1297	75.25	7	224	0.8024
rv1298	41.25	54	80	0.8299
rv1299	43.98	58	91	0.7247
rv1300	26.77	198	230	0.738
rv1301	48.39	127	207	0.7809
rv1302	10.40	266	280	0.8199
rv1303	28.57	137	161	0.8855
rv1304	3.60	243	250	0.8652
rv1305	41.98	12	39	0.72
rv1306	53.22	95	143	0.6972
rv1307	37.89	48	109	0.7684
rv1308	40.44	2	64	0.6773
rv1309	53.77	1	34	0.703
rv1310	33.95	280	324	0.7541
rv1311	60.33	48	118	0.7912
rv1312	29.93	66	87	0.8608
rv1313c	34.46	257	308	0.9256
rv1314c	14.51	77	92	0.7043
rv1315	22.73	148	173	0.673
rv1316c	38.18	94	115	0.7536
rv1317c	19.76	288	313	0.679
rv1318c	37.89	1	52	0.7062
rv1319c	23.18	1	24	0.7239
rv1320c	29.81	1	49	0.7474
rv1321	28.76	78	105	0.7077
rv1322	55.10	1	39	0.7267
rv1322a	34.87	52	76	0.7133
rv1323	35.22	279	321	0.6992
rv1324	36.84	1	62	0.8244
rv1325c	76.12	396	594	0.8742
rv1326c	9.58	1	26	0.8273
rv1327c	19.40	173	209	0.6845
rv1328	16.80	745	774	0.6421
rv1329c	29.82	233	266	0.6338
rv1330c	41.74	352	401	0.7717
rv1331	29.70	1	16	0.7659
rv1332	53.21	104	140	0.6804
rv1333	24.71	150	185	0.8127
rv1334	22.60	34	51	0.7118
rv1335	43.01	11	48	0.7561
rv1336	33.75	24	86	0.8102
rv1337	30.00	1	35	0.9128
rv1338	28.78	200	224	0.7411
rv1339	28.21	24	43	0.8132
rv1340	31.66	181	211	0.6869
rv1341	32.84	34	56	0.806
rv1342c	17.50	1	19	0.8109
rv1343c	44.44	69	104	0.8711
rv1344	51.89	70	106	0.6895
rv1346	24.35	116	143	0.6691
rv1347c	24.29	33	50	0.7601
rv1350	36.03	124	160	0.8263
rv1351	63.30	1	36	0.7681
rv1352	56.10	1	35	0.69
rv1353c	47.89	224	261	0.8386
rv1354c	27.93	1	38	0.6565
rv1355c	23.08	346	391	0.8391
rv1356c	23.19	207	263	0.7277
rv1357c	10.75	172	200	0.6997
rv1358	27.87	558	598	0.6574
rv1359	24.00	146	162	0.6205
rv1360	20.88	162	189	0.6611
rv1361c	67.42	279	366	0.9101
rv1362c	44.09	10	47	0.8357
rv1363c	52.87	1	70	0.8803
rv1364c	32.92	285	310	0.7904
rv1365c	28.12	87	100	0.7857
rv1366	30.40	193	217	0.6977
rv1366a	53.49	33	56	0.7461
rv1367c	7.96	362	375	0.6536
rv1368	30.27	90	114	0.7857
rv1369c	24.70	117	141	0.7992
rv1370c	52.78	59	88	0.7905
rv1371	19.63	6	28	0.726
rv1372	20.36	1	43	0.8699
rv1373	15.64	315	326	0.8502
rv1374c	19.74	28	51	0.8546
rv1375	35.99	105	133	0.7774
rv1376	31.39	384	420	0.8001
rv1377c	29.72	11	27	0.7446
rv1378c	38.53	325	353	0.813
rv1379	43.01	35	54	0.5927
rv1380	31.66	258	293	0.8442
rv1381	26.74	171	192	0.6881
rv1382	41.82	24	63	0.7527
rv1383	23.67	155	180	0.7706
rv1384	32.38	1032	1067	0.7641
rv1385	36.86	217	265	0.775
rv1386	47.06	62	95	0.7674
rv1387	45.08	312	388	0.9078
rv1388	52.11	90	130	0.8476
rv1389	25.00	1	30	0.8555
rv1390	63.64	4	43	0.673
rv1391	13.16	153	180	0.7428
rv1392	32.01	104	130	0.7283
rv1393c	14.84	412	428	0.6987
rv1394c	14.53	1	19	0.838
rv1395	22.97	25	52	0.7212
rv1396c	84.03	83	305	0.8949
rv1399c	30.72	150	174	0.792
rv1400c	20.94	234	253	0.8228
rv1401	13.00	190	200	0.8555
rv1402	30.23	539	571	0.7288
rv1403c	28.47	57	78	0.7976
rv1404	60.00	96	160	0.7239
rv1405c	35.77	32	101	0.7195
rv1406	53.85	30	77	0.7582
rv1407	21.44	347	369	0.8505
rv1408	30.60	162	193	0.6434
rv1409	37.17	213	255	0.6513
rv1412	30.35	113	137	0.6223
rv1413	47.95	151	171	0.8514
rv1414	12.78	122	129	0.5821
rv1415	30.82	17	41	0.7389
rv1416	44.38	105	144	0.7754
rv1417	13.64	136	154	0.6966
rv1418	23.25	37	57	0.7876
rv1419	7.01	148	157	0.7074
rv1420	38.39	612	646	0.731
rv1421	17.28	1	23	0.6517
rv1422	35.96	312	342	0.8399
rv1423	56.62	245	325	0.7888
rv1424c	38.74	167	195	0.8233
rv1425	43.14	275	331	0.7149
rv1426c	31.90	99	143	0.7785
rv1427c	32.52	344	383	0.7127
rv1428c	29.45	161	177	0.7918
rv1429	17.30	70	89	0.6579
rv1430	31.63	311	358	0.7368
rv1431	13.41	159	184	0.8797
rv1432	17.55	263	282	0.7266
rv1433	27.68	167	201	0.8116
rv1434	100.00	1	45	0.8535
rv1435c	79.70	81	202	0.966
rv1436	15.93	201	224	0.6917
rv1437	27.91	182	205	0.6865
rv1438	14.18	189	201	0.6155
rv1439c	7.09	1	6	0.8174
rv1440	1.30	0	0	0
rv1441c	88.39	297	491	0.95
rv1442	25.46	25	86	0.8282
rv1443c	21.12	44	57	0.6676
rv1444c	70.59	1	69	0.7644
rv1445c	28.74	167	189	0.8139
rv1446c	39.93	225	268	0.7123
rv1447c	32.49	1	26	0.8378
rv1448c	26.81	341	361	0.6066
rv1449c	25.86	566	594	0.7418
rv1450c	88.11	786	1234	0.9247
rv1451	16.88	81	99	0.8538
rv1452c	84.08	364	617	0.9453
rv1453	26.60	148	188	0.699
rv1454c	22.87	58	88	0.6842
rv1455	22.65	162	177	0.564
rv1456c	17.74	183	208	0.7531
rv1457c	6.13	112	118	0.609
rv1458c	35.46	245	270	0.648
rv1459c	22.00	281	320	0.8033
rv1460	49.25	81	115	0.7908
rv1461	30.26	321	356	0.8024
rv1462	32.75	110	151	0.7172
rv1463	41.73	13	34	0.6795
rv1464	30.46	256	331	0.7122
rv1465	27.16	65	82	0.5813
rv1466	33.04	1	26	0.8376
rv1467c	15.60	405	420	0.6545
rv1468c	52.43	294	360	0.8345
rv1469	29.07	377	406	0.6428
rv1470	9.68	113	124	0.7936
rv1471	39.84	99	123	0.6834
rv1472	25.96	185	204	0.7095
rv1473	38.93	257	302	0.8737
rv1473a	92.06	23	63	0.8341
rv1474c	35.83	123	144	0.8343
rv1475c	22.16	401	432	0.7808
rv1476	47.31	24	52	0.7932
rv1477	55.72	128	190	0.7968
rv1478	50.62	86	140	0.7856
rv1479	38.73	1	48	0.8261
rv1480	44.16	142	194	0.7147
rv1481	35.22	204	233	0.7266
rv1482c	34.29	144	172	0.7562
rv1483	38.87	70	88	0.6836
rv1484	29.37	47	79	0.6767
rv1485	26.74	306	344	0.8416
rv1486c	48.61	169	212	0.7102
rv1487	13.19	90	99	0.6792
rv1488	32.81	164	208	0.8309
rv1489	18.64	1	9	0.7604
rv1489a	65.79	50	76	0.8534
rv1490	1.61	429	435	0.778
rv1491c	19.05	129	148	0.8599
rv1492	24.23	522	545	0.7825
rv1493	34.53	559	626	0.6847
rv1496	40.72	292	321	0.7872
rv1497	23.78	198	232	0.6009
rv1498c	12.68	146	162	0.6975
rv1498a	24.29	15	26	0.6653
rv1499	50.00	53	86	0.8161
rv1500	8.19	327	342	0.7748
rv1501	17.58	46	66	0.7202
rv1502	2.01	66	69	0.5289
rv1503c	21.43	10	26	0.7281
rv1504c	12.56	66	79	0.5955
rv1505c	8.14	205	220	0.7662
rv1506c	1.20	165	166	0.7057
rv1507c	18.61	35	53	0.8641
rv1507a	40.12	29	43	0.6696
rv1508c	15.03	553	593	0.8106
rv1508a	9.17	75	85	0.5793
rv1509	13.31	144	153	0.653
rv1510	19.21	1	38	0.7483
rv1511	15.00	133	148	0.6995
rv1512	23.60	250	291	0.7532
rv1513	13.58	104	118	0.7217
rv1514c	12.98	222	235	0.7093
rv1515c	22.48	1	17	0.8909
rv1516c	20.24	292	336	0.9201
rv1517	16.14	106	139	0.8225
rv1518	31.66	135	159	0.8791
rv1519	34.83	39	53	0.6399
rv1520	24.57	286	308	0.7288
rv1521	31.90	159	182	0.7879
rv1522c	32.46	992	1046	0.9153
rv1523	21.90	286	307	0.6175
rv1524	27.29	385	414	0.7828
rv1525	11.88	128	144	0.7093
rv1526c	29.58	395	426	0.8289
rv1528c	53.33	121	165	0.8625
rv1529	37.50	92	144	0.6933
rv1530	17.17	346	364	0.6804
rv1531	26.06	1	26	0.6621
rv1532c	20.14	1	18	0.7623
rv1533	40.27	189	229	0.7594
rv1534	38.22	72	99	0.7094
rv1535	30.77	16	35	0.8196
rv1536	22.38	914	986	0.7492
rv1537	48.81	23	65	0.7352
rv1538c	33.13	270	314	0.7927
rv1540	37.01	54	80	0.7534
rv1541c	21.32	14	35	0.8723
rv1542c	44.85	104	136	0.6904
rv1543	12.02	312	331	0.7402
rv1544	34.46	192	224	0.6202
rv1547	20.69	667	708	0.675
rv1548c	32.01	214	287	0.7504
rv1549	18.29	31	41	0.5618
rv1550	41.51	32	105	0.901
rv1551	21.26	293	321	0.7588
rv1552	25.04	39	63	0.7554
rv1553	17.00	1	25	0.7053
rv1554	21.43	12	23	0.7375
rv1555	10.40	1	13	0.8607
rv1556	21.29	8	29	0.578
rv1557	23.17	352	374	0.8678
rv1558	40.54	39	67	0.7147
rv1559	45.69	289	324	0.6541
rv1562c	13.79	439	460	0.669
rv1563c	22.88	272	321	0.7075
rv1564c	18.03	1	25	0.8804
rv1565c	17.15	296	324	0.6647
rv1566c	56.09	147	230	0.9452
rv1567c	11.70	1	7	0.7728
rv1568	12.36	138	152	0.8472
rv1569	27.46	232	252	0.7837
rv1570	34.51	168	195	0.6869
rv1571	47.93	134	166	0.8239
rv1572c	38.24	22	34	0.8736
rv1573	66.18	52	136	0.7072
rv1574	81.55	60	103	0.81
rv1575	81.93	86	152	0.9229
rv1576c	34.67	47	70	0.694
rv1577c	48.82	126	154	0.7701
rv1578c	56.41	1	37	0.8766
rv1579c	54.81	31	58	0.5852
rv1580c	32.22	76	88	0.6831
rv1581c	12.21	98	103	0.6077
rv1582c	29.72	63	107	0.7535
rv1583c	52.27	1	34	0.8547
rv1584c	23.29	57	73	0.8261
rv1585c	21.05	67	83	0.7017
rv1586c	38.81	350	385	0.6704
rv1587c	40.24	235	333	0.9695
rv1588c	71.17	142	202	0.9402
rv1589	29.23	226	254	0.7286
rv1590	59.49	16	34	0.684
rv1591	27.60	196	221	0.8008
rv1592c	29.60	1	28	0.6928
rv1593c	39.41	97	121	0.8311
rv1594	13.47	339	349	0.7424
rv1595	22.39	190	213	0.8015
rv1596	39.30	127	150	0.8712
rv1597	11.11	50	68	0.6907
rv1598c	35.29	40	60	0.7341
rv1599	42.47	128	171	0.8662
rv1600	19.47	20	45	0.782
rv1601	30.00	185	209	0.7597
